id,type,timestamp,message,agency,DPA,county,OES region,lat/lon,pushed/reason,modeler,"notes (fire name, other)"
,PP,2023-09-04 13:42,"Avenue A & 60th St W, Rosamond, CA, 93560, USA",KC,LOCAL,Kern,5.0,N 34° 49.208' W 118° 14.262',Nothing on cameras,Rawaf,
,PP,2023-09-04 14:13,"California Ave & Marella Way, Bakersfield, CA, 93309, USA",KC,LOCAL,Kern,5.0,N 35° 21.836' W 119° 3.426',Urban,Rawaf,
,PP,2023-09-04 16:37,"Newquist Dr, Eglin Ct and Autumn Ridge Dr, Shadow Ridge Dr, Kern County, CA",KC,LOCAL,Kern,5.0,N 35° 23.364' W 118° 55.337',Other - Enter reason,Treva,"Smoke, no additional resources"
,PP,2023-09-07 7:16,"Santa Rosa Ave & Bellevue Ave, Santa Rosa, CA, 95407, USA",SOCO,LOCAL,Sonoma,2.0,N 38° 24.112' W 122° 42.811',Prescribed fire,Rawaf,
1590963720.0,PP,2023-09-09 11:20,"Flying J Travel Plaza, 17047 Zachary Ave, Bakersfield, CA",KC,LOCAL,Kern,5.0,N 35° 31.833' W 119° 11.260',Agriculture / farm,Jess,
1591007298.0,PP,2023-09-09 12:15,SR 94 EB San Diego CA,SDFD,LOCAL,San Diego,6.0,N 32° 42.775' W 117° 8.124',Urban,Jess,
1591106189.0,PP,2023-09-09 14:05,"SR 905 WB ramp, san diego, CA",SDFD,LOCAL,San Diego,6.0,N 32° 34.050' W 117° 4.373',Urban,Jess,
,PP,2023-09-09 14:57,"The Carriage House, 11370 Hesperia Blvd, Hersperia city, CA - Carriage House Antiques, 11370 Hesperia Rd, Hesperia, CA 92345",SBD,LOCAL,San Bernardino,6.0,,Urban,Jess,
1592726246.0,PP,2023-09-11 10:37,"I-805 SB (San Ysidro), San Diego, CA",SDFD,LOCAL,San Diego,6.0,N 32° 33.115' W 117° 2.482',Urban,Rawaf,
,PP,2023-09-11 14:40,"Fig Orchard, CA, USA",KC,STATE,Kern,5.0,N 35° 19.489' W 118° 35.430',Knockdowns,Rawaf,Handling with units on scene.
,PP,2023-09-14 7:44,"1375 Camino Real, San Bernardino, CA, 92408, USA",SBCFD,LOCAL,San Bernardino,6.0,N 34° 4.566' W 117° 17.800',Urban,Rawaf,
,PP,2023-09-14 8:18,"E Orange Show Rd & S Tippecanoe Ave, San Bernardino, CA, 92408, USA",SBCFD,LOCAL,San Bernardino,6.0,N 34° 4.652' W 117° 15.585',Urban,Rawaf,
,PP,2023-09-14 10:55,"Cataba Rd & Main St, Hesperia, CA, 92344, USA",SBCFD,LOCAL,San Bernardino,6.0,N 34° 25.600' W 117° 23.168',Nothing on cameras,Rawaf,"Also, urban."
,PP,2023-09-14 13:58,"500 Kenmar Ln, Arvin, CA, 93203, USA",KC,LOCAL,Kern,5.0,N 35° 10.042' W 118° 48.609',Nothing on cameras,Rawaf,
,PP,2023-09-14 14:13,"1430 W 5th St, San Bernardino, CA, 92411, USA",SBCFD,LOCAL,San Bernardino,6.0,N 34° 6.542' W 117° 19.006',Urban,Rawaf,
,PP,2023-09-14 14:59,"Trona Rd & Pinnacles, Trona, CA, 93562, USA",SBCFD,FEDERAL,San Bernardino,6.0,N 35° 40.893' W 117° 23.491',Dirt / desert,Rawaf,"Black smoke visible... AVL shows unit on scene... Sounds like burning railroad ties, handling."
,PP,2023-09-15 7:42,"W BASELINE ST & N CALIFORNIA ST, SAN BERNARDINO CITY, CA",SBCFD,LOCAL,San Bernardino,6.0,N 34° 7.279' W 117° 19.865',Urban,Rawaf,
,PP,2023-09-15 14:17,"W Potrero Rd, Newbury Park, CA, 91320, USA",VCRD,LOCAL,Ventura,1.0,N 34° 9.482' W 118° 59.382',Unable to locate (UTL),Rawaf,
,PP,2023-09-15 14:17,"9444 Pioneer Dr, Bakersfield, CA, 93306, USA",KC,LOCAL,Kern,5.0,N 35° 22.239' W 118° 53.950',Knockdowns,Rawaf,Resources on scene can handle.
,PP,2023-09-16 10:42,"Near Tierra del Sol Rd & Tierra de Luna Rd, San Diego, CA",SDFPD,STATE,San Diego,6.0,N 32° 36.016' W 116° 20.260',Other - Enter reason,Rawaf,Appears to be in Mexico.
,PP,2023-09-16 11:24,"1241 Weedpatch Hwy, Bakersfield, CA, 93307, USA",KC,LOCAL,Kern,5.0,N 35° 20.629' W 118° 54.833',Other - Enter reason,Rawaf,Immediately cancelled in PP.
,PP,2023-09-16 11:45,"17080 Crestview Pl, Victorville, CA, 92395, USA",SBCFD,LOCAL,San Bernardino,6.0,N 34° 30.728' W 117° 17.466',Nothing on cameras,Rawaf,
1597390431.0,PP,2023-09-16 11:52,"Morena Blvd & I-5 N, San Diego, CA, 92117, USA",SDFD,LOCAL,San Diego,6.0,N 32° 48.164' W 117° 12.744',Urban,Rawaf,
1597391112.0,PP,2023-09-16 11:55,"2420 Palm Ave, San Diego, CA, 92154, USA",SDFD,LOCAL,San Diego,6.0,N 32° 35.117' W 117° 4.946',Urban,Rawaf,
,PP,2023-09-18 6:47,"Allen Rd & Reina Rd, Bakersfield, CA ",KC,LOCAL,Kern,5.0,N 35° 24.730' W 119° 8.724',Nothing on cameras,AV,
,PP,2023-09-19 4:04,Watts Dr & Cottonwood Rd Bakersfield CA ,KC,LOCAL,Kern,5.0,N 35° 19.898' W 118° 59.081',Knockdowns,AV ,Canceled all but one engine - small fire. 
,PP,2023-09-19 4:12,Nichols St & Nancy Ave Borbon CA,KC,LOCAL,Kern,6.0,N 35° 59.873' W 117° 39.265',Knockdowns,AV ,Canceled all but one engine - small fire. 
,PP,2023-09-21 8:37,"1955 W 9th St, San Bernardino, CA, 92411, USA",SBCFD,LOCAL,San Bernardino,6.0,N 34° 6.942' W 117° 19.811',Urban,Rawaf,Riverbed.
,PP,2023-09-22 11:16,"115 Beardsley Ave, Bakersfield, CA, 93308, USA",KC,LOCAL,Kern,5.0,N 35° 24.268' W 119° 1.353',Urban,Rawaf,Riverbed.
,PP,2023-09-22 14:30,"1850 S Waterman Ave, San Bernardino, CA, 92408, USA",SBCFD,LOCAL,San Bernardino,6.0,N 34° 4.103' W 117° 16.748',Urban,Rawaf,Riverbed.
,PP,2023-09-22 14:41,"E Highland Ave & Arden Ave, San Bernardino, CA, 92404, USA",SBCFD,LOCAL,San Bernardino,6.0,N 34° 8.150' W 117° 14.096',Urban,Rawaf,
1603678458.0,PP,2023-09-23 7:29,"Sunset Cliffs Blvd, San Diego, CA, 92107, USA",SDFD,LOCAL,San Diego,6.0,N 32° 45.338' W 117° 14.130',Urban,Rawaf,
,PP,2023-09-23 8:26,"CA-67 & Willow Rd, Lakeside, CA, 92040, USA",SDFPD,STATE,San Diego,6.0,N 32° 52.410' W 116° 55.456',Unable to locate (UTL),Rawaf,
,PP,2023-09-23 10:51,"Wildwood Rd & Lerdo Hwy, Wasco, CA, 93280, USA",KC,LOCAL,Kern,5.0,N 35° 30.034' W 119° 26.359',Agriculture / farm,Rawaf,No views.
,PP,2023-09-23 10:51,"G P Rd & Lost Hills Rd, Lost Hills, CA, 93249, USA",KC,LOCAL,Kern,5.0,N 35° 39.166′ W 119° 45.037′,Knockdowns,Rawaf,No views.
,PP,2023-09-23 14:50,"Kearny Villa Rd & Miramar Rd, San Diego, CA, 92126, USA",SDFD,FEDERAL,San Diego,6.0,N 32° 52.618' W 117° 6.849',Pushed,Rawaf,"Ammo IC: Multiple spots, difficulty accessing, bumping I-15 SB, shutting down airshow... "
,PP,2023-09-28 8:58,"CA-58 & US-395, Boron, CA, 93516, USA",KC,LOCAL,Kern,5.0,N 35° 0.404' W 117° 43.172',Fusion Center Instruction,Rawaf,No good views. Seems UTL?
,PP,2023-09-28 11:00,"Tecopa Rd & Lee Ln, Nipton, CA, 92364, USA",SBCFD,FEDERAL/LOCAL,San Bernardino,6.0,N 35° 46.803' W 115° 40.907',Agriculture / farm,Rawaf,Surrounded by desert.
,PP,2023-09-29 10:20,"CA-99-BR N & CA-223, Bakersfield, CA, 93307, USA",KC,LOCAL,Kern,5.0,N 35° 12.515' W 119° 0.185',No potential / nowhere to go,Rawaf,"Dispatched as a center median fire, surrounded by ag."
1609145912.0,PP,2023-09-29 10:33,"W Point Loma Blvd & Famosa Blvd, San Diego, CA, 92107, USA",SDFD,LOCAL,San Diego,6.0,N 32° 45.155' W 117° 13.760',Urban,Rawaf,
,PP,2023-09-29 10:36,"99 N OFF TO GIRARD RAMP, KERN COUNTY, CA",KC,LOCAL,Kern,5.0,N 35° 47.083' W 119° 15.089',Urban,Rawaf,Resources on scene at 2 possible urban locations equidistant from reported location.
1609361775.0,PP,2023-09-29 14:41,"429 W San Ysidro Blvd, San Ysidro, CA, 92173, USA",SDFD,LOCAL,San Diego,6.0,N 32° 33.367' W 117° 3.174',Urban,Rawaf,
,PP,2023-09-29 16:18,"OJAI RD, SANTA PAULA, CA",VNC,Local,Ventura,1.0,N 34° 25.553' W 119° 5.745',Knockdowns,AV,
cc38964a-196e-4cbf-b8bc-e9d0995fde96,IRWIN,2023-09-25 00:27,"RRU, GRANITE VALLEY TRL  GREE IC Riverside",RRU,STATE,Riverside,6.0,"33.7508428856213, -117.101420968387",,,
74aea9af-6353-4d6a-bcd9-ef06dfced87a,IRWIN,2023-09-25 00:57,"FKU, HILDAGO IC Fresno",FKU,LOCAL,Fresno,5.0,"36.5020219739689, -120.390819763363",,,
,GOES,2023-09-25 01:49,"Processed, Santa Barbara County, 55 MW",AFV,FEDERAL,Santa Barbara,1.0,"34.7127, -120.5156",,,
g18-2023-09-25T08:50:29+00:00,GOES,2023-09-25 01:50,"High Probability, Santa Barbara County, 276 MW",SBC,STATE,Santa Barbara,1.0,"34.629, -120.029",,,
14195938-92df-4061-a18f-38e2e432d305,IRWIN,2023-09-25 07:11,"SCU, BETHANY RESERVOIR ALTAMONT IC Alameda",SCU,STATE,Alameda,2.0,"37.7874850038922, -121.615088094839",,,
5e2ff464-f190-41a9-bde7-83f1d0b83621,IRWIN,2023-09-25 08:13,"RVC, PERRIS HIGH SCH PERR IC Riverside",RVC,LOCAL,Riverside,6.0,"33.8011378847661, -117.22240899326",Urban,AV,High school
c18fc76d-51f3-4e1b-8339-e3639d7171bb,IRWIN,2023-09-25 08:25,"RRU, HY 60  W/ BOX SPRINGS RD ONRP IC Riverside",RRU,STATE,Riverside,6.0,"33.9518358975914, -117.303319019239",Other - Enter reason,AV ,Old 
1605532136,PulsePoint,2023-09-25 09:20,"LAC, W AVENUE L-8 & N 40TH ST W, LANCASTER",LAC,LOCAL,Los Angeles,1.0,"34.65283, -118.20134999999999",No potential / nowhere to go,AV,
01ea7b66-9262-4cb9-9b69-b08d8ecc0846,IRWIN,2023-09-25 10:05,"NEU, CHALK BLUFF PEARDALE_CHICAGO_PARK IC Nevada",NEU,STATE,Nevada,4.0,"39.2163931805666, -120.879457154888",Nothing on cameras,Chesa,
1605574453,PulsePoint,2023-09-25 10:12,"LAC, N 5TH ST E & E AVENUE R, PALMDALE",LAC,LOCAL,Los Angeles,1.0,"34.5725, -118.12047000000001",Nothing on cameras,AV,
d3131c74-a287-4b09-abf2-7ba6924fa56e,IRWIN,2023-09-25 10:51,"RAD, ADOBE RD  PENNGROVE IC Sonoma",RAD,LOCAL,Sonoma,2.0,"38.2821199695676, -122.632610307035",Agriculture / farm,Chesa,
1605691532,PulsePoint,2023-09-25 12:31,"ORC, N LINCOLN AVE & N GRAND AVE, SANTA ANA",ORC,LOCAL,Orange,1.0,"33.754791, -117.852095",Urban,AV,
1605696394,PulsePoint,2023-09-25 12:32,"LAC, NB 14 AT AVENUE J-8 UC ,",LAC,LOCAL,Los Angeles,1.0,"34.68217, -118.1642",Urban,AV,
1605696357,PulsePoint,2023-09-25 12:33,"LAC, NB 14 AT AVENUE J-8 UC ,",LAC,LOCAL,Los Angeles,1.0,"34.676690274546274, -118.1559994574099",Urban,AV,
79233c9e-ac61-4e1c-ab2e-c792958c88eb,IRWIN,2023-09-25 12:37,"CON, YOLANDA IC Contra Costa",CON,LOCAL,Contra Costa,2.0,"37.9510609938998, -121.940880163628",Knockdowns,Chesa,
5f74b900-be15-4d68-9535-f6c036e8864e,IRWIN,2023-09-25 13:04,"BUT, DEWSNUP IC Butte",BUT,LOCAL,Butte,3.0,"39.3426491258341, -121.708802300752",Agriculture / farm,Chesa,
880deb4c-7426-4f4a-bad5-93e4fa842c64,IRWIN,2023-09-25 13:04,"FKU, JENSEN IC Fresno",FKU,LOCAL,Fresno,5.0,"36.7049340620093, -119.373249620315",Other - Enter reason,AV, Old 
