id,type,timestamp,message,agency,DPA,county,OES region,lat/lon,pushed/reason,modeler,"notes (fire name, other)"
1857831196,PP,2024-06-01 8:04,"3205 Park Dr, Bakersfield, CA, 93306, USA",KRN,LOCAL,Kern,5.0,N 35° 22.951' W 118° 55.144',Knockdowns,MAC,
1857894314,PP,2024-06-01 9:21,"Golden State Ave & F St, Bakersfield, CA, 93301, USA",KRN,LOCAL,Kern,5.0,N 35° 23.378' W 119° 1.382',Urban,MAC,
1857890951,PP,2024-06-01 9:21,"3077 Erskine Creek Rd, Lake Isabella, CA, 93240, USA",KRN,LOCAL,Kern,5.0,N 35° 36.891' W 118° 27.992',Knockdowns,MAC,
1859296101,PP,2024-06-02 15:33,"DESERT HIGHLAND PKWY, DESERT STAR DR  & 30TH ST W, BEAUDETTE AVE, KERN COUNTY, CA",KRN,LOCAL,Kern,5.0,N 34° 53.560' W 118° 11.105',Pushed,Treva,RATTLE IC
,PP,2024-06-03 13:04,"Cecil Ave & CA-43, Delano, CA, 93215, USA",KRN,LOCAL,Kern,5.0,N 35° 46.539' W 119° 21.008',Agriculture / farm,Rawaf,
,PP,2024-06-03 13:49,"Madison St & E Belle Ter, Bakersfield, CA, 93307, USA",KRN,LOCAL,Kern,5.0,N 35° 20.679' W 118° 59.651',Urban,Rawaf,
,PP,2024-06-03 13:57,"Lerdo Hwy & Zerker Rd, Bakersfield, CA, 93314, USA",KRN,LOCAL,Kern,5.0,N 35° 29.979' W 119° 10.210',Urban,Rawaf,"Also, ag."
,PP,2024-06-03 14:02,"State Rte-178 E & Morning Dr, Bakersfield, CA, 93306, USA",KRN,LOCAL,Kern,5.0,N 35° 23.799' W 118° 54.795',Pushed,Rawaf,"Unknown 1: 1st fire near Morning Dr. is 30 acres, Crews are developing a firing plan."
,PP,2024-06-03 14:14,"Comanche Dr & CA-178, Bakersfield, CA, 93306, USA",KRN,LOCAL,Kern,5.0,N 35° 24.454' W 118° 51.581',Pushed,Rawaf,Unknown 2: 2nd fire off Comanche Dr. is 2 acres surrounded by roads.  Crews expect to pick it up soon.
,PP,2024-06-03 14:27,"9311 Rhine Valley Dr, Bakersfield, CA, 93306, USA",KRN,LOCAL,Kern,5.0,N 35° 22.416' W 118° 54.005',Nothing on cameras,Rawaf,Cancelling response.
1861697109,PP,2024-06-03 16:05,"3700 California Ave, Bakersfield, CA 93309",KRN,LOCAL,Kern,5.0,N 35° 22.066' W 119° 2.642',Urban,MAC,
,PP,2024-06-06 14:26,"2305 W Highland Ave, San Bernardino, CA, 92407, USA",SBCFD,LOCAL,San Bernardino,6.0,N 34° 8.136' W 117° 20.537',Urban,Rawaf,Riverbed.
,PP,2024-06-06 14:26,"27600 Old River Rd, Bakersfield, CA, 93313, USA",KRN,LOCAL,Kern,5.0,N 35° 5.579' W 119° 6.645',Agriculture / farm,Rawaf,
1864143229,PP,2024-06-06 18:22,"9700 Stockdale Hwy, Bakersfield, CA 93311",KRN,LOCAL,Kern,5.0,N 35° 21.404' W 119° 6.628',No potential / nowhere to go,MAC,
1864603966,PP,2024-06-07 7:37,"Interstate Highway 8 E & Morena Blvd, San Diego, CA, 92110, USA",SDFD,LOCAL,San Diego,6.0,N 32° 45.607' W 117° 11.877',Urban,Rawaf,Riverbed.
,PP,2024-06-07 8:11,"2756 Novato Blvd, Novato, CA, 94947, USA",MARIN,STATE,Marin,2.0,N 38° 7.350' W 122° 37.390',Knockdowns,Rawaf,"Novato IC: Smoke visible, large dispatch... Resources on scene, approx 1 acre, progress stopped with locals @ 8:35. Smoke dissipating."
,PP,2024-06-07 8:54,"1812 Campo Truck Trl, Campo, CA, 91906, USA",SDFD,STATE,San Diego,6.0,N 32° 39.143' W 116° 27.748',Nothing on cameras,Rawaf,
,PP,2024-06-07 8:57,"3625 Spoto Dr, Rancho Cordova, CA, 95670, USA",SMFD,LOCAL,Sacramento,4.0,N 38° 34.314' W 121° 16.711',Prescribed fire,Rawaf,"Rx in the area, <2km away."
,PP,2024-06-07 13:38,"Highway 166 & Kirschenmann Rd, New Cuyama, CA, 93254, USA",SBC,LOCAL,Santa Barbara,1.0,N 34° 55.972' W 119° 35.786',Agriculture / farm,Rawaf,
,PP,2024-06-07 13:45,"9834 Ivanho St, Spring Valley, CA, 91977, USA",SDFD,LOCAL,San Diego,6.0,N 32° 42.656' W 116° 59.134',Urban,Rawaf,"Smoke visible among structures, veg pocket in urban."
1866933538,PP,2024-06-09 18:23,"Rattlesnake Rd, Rosamond, CA 93560",KRN,LOCAL,Kern,5.0,N 34° 53.388' W 118° 11.313',Knockdowns,MAC,Smoke visible on camera.
,PP,2024-06-09 19:13,"S H St & Houghtton Rd, Bakersfield, CA 93313",KRN,LOCAL,Kern,5.0,N 35° 14.336' W 119° 2.275',Agriculture / farm,MAC,
1867458658,PP,2024-06-10 10:48,"2227 Asti Ridge Rd, Cloverdale, CA, 95425, USA",CLD,LOCAL,Sonoma,2.0,N 38° 46.367' W 122° 58.159',No potential / nowhere to go,MAC,
,PP,2024-06-10 11:56,"Berkshire Rd & S H St, Bakersfield, CA, 93307, USA",KC,LOCAL,Kern,5.0,N 35° 17.315' W 119° 1.285',Urban,Rawaf,"Also, ag."
