id,type,timestamp,message,agency,DPA,county,OES region,lat/lon,pushed/reason,modeler,"notes (fire name, other)",Unnamed: 9
dfda6df9-7565-43fb-b60e-1c69e0de2d97,IRWIN,2023-01-12 14:07,"RRU, BEACHWOOD AV  INDO IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7108509295254, -116.214589810045",,,,
1386751030,PulsePoint,2023-01-12 14:17,"LFD, 1202 W ANAHEIM ST, Los Angeles",LFD,LOCAL,Los Angeles,1.0,"33.782148, -118.29803",,,,
a96400d0-2c67-4935-9940-f92759b31acb,IRWIN,2023-01-12 17:25,"RRU, CEDAR AV / MOUNTAIN AV IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7619708974386, -116.910196936104",Fusion Center Instruction,Sierra,,
f3e8e652-e661-43fa-b093-5d826c3831bb,IRWIN,2023-01-12 17:41,"RRU, SAGE RD  HEM IC Riverside",RRU,STATE,Riverside,6.0,"33.6612228832986, -116.953493935718",Knockdowns,Sierra,Small spot,
1387076575,PulsePoint,2023-01-12 22:06,"LAC, N 20TH ST W & W AVENUE J, LANCASTER",LAC,LOCAL,Los Angeles,1.0,"34.68932999999999, -118.16894000000002",,,,
58cd47d2-d19b-42b0-a688-a70c5cf7771d,IRWIN,2023-01-12 22:29,"SKU, HIGHWAY IC Siskiyou",SKU,STATE,Siskiyou,3.0,"41.5316531895405, -122.906812796058",,,,
73da1f8b-2a3c-4b33-bf9c-1d271ca14ea8,IRWIN,2023-01-12 23:40,"RRU, HARRY OLIVER TRL / VARNER RD IC Riverside",RVC,LOCAL,Riverside,6.0,"33.810110931486, -116.394494849626",,,,
f85582d5-efb9-406a-ae94-b1c62ccc50b1,IRWIN,2023-01-13 00:25,"RRU, STARLIGHT IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7614109308394, -116.300893829271",,,,
8ba8e083-6c8a-4fa1-ae82-3da347caa3a4,IRWIN,2023-01-13 01:55,"FKU, W HARLAN AVE /S SONOMA AVE IC Fresno",FKU,LOCAL,Fresno,5.0,"36.4435839780124, -120.24791073463",,,,
1387257306,PulsePoint,2023-01-13 05:49,"LAC, N 25TH ST W & W AVENUE J, LANCASTER",LAC,LOCAL,Los Angeles,1.0,"34.68931, -118.17484",,,,
1387381559,PulsePoint,2023-01-13 08:57,"LAC, NB 5 AT CALGROVE BLVD--AA-ES LFD091 ,",LAC,LOCAL,Los Angeles,1.0,"34.36242, -118.555",Fusion Center Instruction,Dawn,,
1387583718,PulsePoint,2023-01-13 12:51,"LFD, 9700 S FLOWER ST, Los Angeles",LFD,LOCAL,Los Angeles,1.0,"33.948262, -118.28002",Urban,crawl,,
845c8ce2-1225-4ca1-a969-7383b1a4db9b,IRWIN,2023-01-13 13:14,"RRU, COX ST  GOOD IC Riverside",RRU,STATE,Riverside,6.0,"33.7807498802714, -117.261222998334",Nothing on cameras,crawl,,
a94885ca-948e-4a8a-948d-9d277bf83c7d,IRWIN,2023-01-13 17:27,"RRU, PARK AV /W 7TH ST IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7793228814474, -117.236935994036",Urban,Rawaf,,
6309d34a-d003-4308-a9c0-48e28b2d9f5b,IRWIN,2023-01-13 19:07,"RRU, ALEXANDRIA AV  EVAL IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9835358864665, -117.566492066935",Urban,Rawaf,,
7c1fb266-7d95-4796-a23e-81a8fb266b67,IRWIN,2023-01-13 19:52,"RRU, E JARVIS ST /N PERRIS BL IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7920238835102, -117.226111993176",Urban,Rawaf,,
1387881104,PulsePoint,2023-01-13 20:01,"LAC, SB 14 NO AVENUE K ,",LAC,LOCAL,Los Angeles,1.0,"34.678540000000005, -118.16130000000001",Urban,Rawaf,,
3bb4f246-57a5-4518-8d2a-46bd334951b7,IRWIN,2023-01-14 08:50,"RRU, SAGE RD  AGUA IC Riverside",RRU,STATE,Riverside,6.0,"33.4692678630184, -116.912476913737",Nothing on radio,Rawaf,"Camera blindspot, no good views.",
5bdd9496-9343-48e4-8905-25d23e37a084,IRWIN,2023-01-14 08:57,"RRU, LOPEZ ST / COX ST IC Riverside",RRU,STATE,Riverside,6.0,"33.7828658805155, -117.261219998501",Urban,Rawaf,,
1388218026,PulsePoint,2023-01-14 09:35,"LAC, CHALLENGER WAY & E AVENUE H, LANCASTER",LAC,LOCAL,Los Angeles,1.0,"34.71877, -118.11227999999998",Dirt / desert,Rawaf,,
316f7159-65b7-4461-a625-962e94212a5a,IRWIN,2023-01-14 09:37,"RRU, CALLE TOSCA   THOU IC Riverside",RVC,LOCAL,Riverside,6.0,"33.8009499314183, -116.375971845637",Dirt / desert,Rawaf,,
8bd4ed99-422c-4388-85f2-806c8fdd313e,IRWIN,2023-01-14 09:42,"RRU, S SAN JACINTO AV /E ESPLANADE AV IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7730518960543, -116.958812945425",Urban,Rawaf,,
c5091c3c-bb68-4694-90a7-618c30a718db,IRWIN,2023-01-14 10:43,"RRU, SYLVAN WY  PINC IC Riverside",RRU,STATE,Riverside,6.0,"33.7571239060992, -116.742369906478",Nothing on radio,Rawaf,,
1388376199,PulsePoint,2023-01-14 13:53,"LAC, E AVENUE J & 210TH ST E, HI VISTA",LAC,LOCAL,Los Angeles,1.0,"34.68979, -117.75619",,,,
7e0656e7-0338-467a-b1a3-4c59d9c5a82a,IRWIN,2023-01-14 17:16,"RRU, 6TH AV / COLORADO RIVER RD IC Riverside",CDD,FEDERAL,Riverside,6.0,"33.6623970149666, -114.529464501517",Weather,Sierra,,
2e570e1c-9914-4300-8033-e09b84f37100,IRWIN,2023-01-14 18:53,"RRU, MORENO VALLEY MALL MOVA IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9363018975795, -117.271653012537",Weather,Sierra,,
d145a048-0945-4c88-b1fb-8b2a137f3e74,IRWIN,2023-01-14 23:31,"RRU, FREDERICK ST OFRP  / FREDERICK ST IC Riverside",RVC,LOCAL,Riverside,6.0,"33.939702898535, -117.261528011066",,,,
a8d00787-0184-4a4c-82ec-09fdfa4b7a40,IRWIN,2023-01-15 01:14,"RRU, N STATE ST /N RAMONA BL IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7944058978367, -116.97158194933",,,,
7a82f683-14f3-4ee3-af90-9b6318406343,IRWIN,2023-01-15 09:01,"RRU, HY 60  E/ FREDERICK ST OFRP IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9406678982884, -117.267928012246",,,,
145020b9-456d-4f10-81af-fec1b96d5434,IRWIN,2023-01-15 15:00,"RRU, JUNIPER FLATS RD / INYO RD IC Riverside",RRU,STATE,Riverside,6.0,"33.7722918892837, -117.080096966391",Fusion Center Instruction,Dawn,pass,
de57a807-f03c-4640-898f-762151c24aaf,IRWIN,2023-01-15 16:03,"RRU, W RAMSEY ST  BAN IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9254259178482, -116.885519944803",Fusion Center Instruction,Dawn,pass,
ef8e31a1-918e-4159-aa6b-bf55a20eb9cf,IRWIN,2023-01-15 17:06,"RRU, I 10  E/ WASHINGTON ST ONRP IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7589469307035, -116.298016828569",Fusion Center Instruction,Dawn,pass,
2ec0b898-6a9c-48ee-9698-bba9f4f5f720,IRWIN,2023-01-16 01:26,"RRU, SONORA AV / JACKSON ST IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7246359310821, -116.216277811422",,,,
c9ace706-18da-40d1-87fd-a23efc11d1e2,IRWIN,2023-01-16 03:13,"RRU, JOHN F KENNEDY DR  MOVA IC Riverside",RVC,LOCAL,LOCAL,6.0,"33.9027798953371, -117.24282700488",,,,
c95c9491-bab2-47b0-a792-b6cd43aca49b,IRWIN,2023-01-16 11:20,"CDD, HELENDALE IC San Bernardino",BDU,LOCAL,San Bernardino,6.0,"34.7355605429296, -117.362234314855",Nothing on cameras,Dawn,nothing on radio,
1c406541-b86b-44f7-ac0f-2f7478024767,IRWIN,2023-01-16 12:46,"RRU, ALESSANDRO BL / INDIAN ST IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9173548974464, -117.235037004705",Urban,Libraty,,
1389921683,PulsePoint,2023-01-16 13:21,"LAC, SANTIAGO RD & W SIERRA HWY, ACTON",LAC,STATE,Los Angeles,1.0,"34.48976, -118.16178999999998",Nothing on radio,Libraty,,
1389928706,PulsePoint,2023-01-16 13:21,"LAC, 32240 SAN FRANCISQUITO CYN RD, ANGELES FOREST",LAC,FEDERAL,Los Angeles,1.0,"34.53416000041732, -118.5259000026904",Fusion Center Instruction,Libraty,Resources assigned elsewhere,
3617ab7b-53a3-449e-99fe-18e7214aabb6,IRWIN,2023-01-16 13:34,"RRU, HARLEY KNOX BL / INDIAN AV IC Riverside",RVC,LOCAL,Riverside,6.0,"33.8572658905497, -117.234762999853",Fusion Center Instruction,Libraty,Pass,
c781dfd2-09ff-4164-a397-a25c814f0974,IRWIN,2023-01-16 13:48,"RRU, INDIAN AV /W PERRY ST IC Riverside",RVC,LOCAL,Riverside,6.0,"33.8482948896433, -117.232481998745",Fusion Center Instruction,Libraty,Pass,
27406a10-f3b9-48bb-bef4-04a007c3db67,IRWIN,2023-01-16 14:37,"RRU, BRENNAN AV /W RAMONA EXPRESSWAY IC Riverside",RVC,LOCAL,Riverside,6.0,"33.8444758888248, -117.239311999618",Urban,Libraty,,
e4b1043c-09e4-48df-b563-5736c97288cf,IRWIN,2023-01-16 14:47,"BEU, C40 IC Monterey",BEU,STATE,Monterey,2.0,"36.3398938593582, -121.877867977254",Unable to locate (UTL),Libraty,Resources cancelled by CALFIRE,
95e657c3-9ad8-4420-b150-8d144ab87d69,IRWIN,2023-01-16 15:46,"RRU, W MORGAN ST /N PERRIS BL IC Riverside",RVC,LOCAL,Riverside,6.0,"33.8373258887341, -117.22609199677",Urban,Libraty,,
0f07f437-bb9e-453b-b998-f42103af8021,IRWIN,2023-01-16 17:43,"RRU, N PERRIS BL /E ORANGE AV IC Riverside",RVC,LOCAL,Riverside,6.0,"33.8156498862339, -117.226126995053",Fusion Center Instruction,Dawn,pass,
e25d358e-65fa-4a57-a7f0-800f0fa6836e,IRWIN,2023-01-16 21:16,"RRU, N PALM AV / ESTRELLA ST IC Riverside",RVC,LOCAL,Riverside,6.0,"33.957264942964, -116.501269880134",,,,
{7660A4F1-3E96-46BA-B133-DBB25097D0CB},Intterra FIRIS,2023-01-16 21:19,JasonTaylor JasonTaylor,MCP,FEDERAL,San Diego,6.0,"33.38432995001508, -117.37627368915044",,,,
56348e1e-54f9-4f51-8035-08713fed6279,IRWIN,2023-01-16 22:24,"RRU, INDIO BL  INDO IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7302559307283, -116.235037815182",,,,
431bfe81-0bcc-4c85-9a6b-c73b8b20e42a,IRWIN,2023-01-16 23:37,"RRU, HY 111  / GRANT ST IC Riverside",RVC,LOCAL,Riverside,6.0,"33.5463309190054, -116.043879767008",,,,
07b0ca0e-ccb7-4c33-b1de-9d52ede05c70,IRWIN,2023-01-17 06:43,"RRU, VAN BUREN BL / JURUPA RD IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9864288916647, -117.479685052315",,,,
36f4b93d-8b30-44c8-8fec-641cf7b76d96,IRWIN,2023-01-17 08:23,"RRU, LEIGH ST  JRPV IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9970118968019, -117.409592041151",Urban,Rawaf,,
{A2BE73A8-5781-4F0D-9125-03724A87E0DE},Intterra FIRIS,2023-01-17 11:20,jlblock_firis jlblock_firis,SAC,LOCAL,Sacramento,4.0,"38.49410266140293, -121.28294750923077",,,,
907eb1d1-06bf-4476-a998-fdfa7e376b36,IRWIN,2023-01-17 14:55,"CDD, GEORGE  IC San Bernardino",BDU,STATE,San Bernardino,6.0,"34.4199849822169, -116.75991196343",,,,
b30c7ed5-dd8e-4e6a-a76c-4c0d2abcfccd,IRWIN,2023-01-17 17:30,"RRU, HACIENDA AV / VERBENA DR IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9541549430803, -116.49259987836",Urban,Daniel,,
8b1fb468-f238-4600-ade3-abf7d8768a5f,IRWIN,2023-01-17 19:38,"RRU, BEACON WY  DHSP IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9069859367808, -116.505956876937",Dirt / desert,Daniel,"Also, old",
233c7117-aa76-49db-b936-f06ef9f67855,IRWIN,2023-01-18 02:28,"BEU, LITTLE SUR RIVER MID_COAST IC Monterey",BEU,STATE,Monterey,2.0,"36.3350048579616, -121.892234978927",,,,
d58574ba-7464-462f-9703-0c21d9b134d2,IRWIN,2023-01-18 07:36,"RRU, HY 111 IC Riverside",RVC,LOCAL,Riverside,6.0,"33.5367319192514, -116.017772761628",,,,
5db03513-1c6d-40cf-9b3c-df21edaa62f7,IRWIN,2023-01-18 08:03,"RRU, BELLEGRAVE AV / WINEVILLE AV IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9938478890451, -117.541388063477",Urban,Dawn,,
d34bc181-b05f-4b1c-ae24-b5098f334661,IRWIN,2023-01-18 09:33,"PNFC, 2023 PNF RX IC Plumas",QUI,LOCAL,Plumas,3.0,"39.9372274355043, -120.939457660072",Urban,Dawn,,
77465121-be86-4dd8-9638-1792e14e6306,IRWIN,2023-01-18 09:45,"RRU, I 15  N/ CENTRAL AV AND HY 74 OFRP IC Riverside",RVC,LOCAL,Riverside,6.0,"33.6885638656107, -117.334572003687",Urban,Dawn,,
1554bc61-1d61-4c04-9650-2a6a178b7db0,IRWIN,2023-01-18 12:59,"RRU, LIMONITE IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9738408909491, -117.466901049108",Urban,Libraty,,
1391446655,PulsePoint,2023-01-18 13:00,"LFD, 1770 NB 170 FWY, Los Angeles",LFD,LOCAL,Los Angeles,1.0,"34.201507, -118.40353",Urban,Libraty,,
1391448950,PulsePoint,2023-01-18 13:03,"LFD, 350 SB 405 FWY, Los Angeles",LFD,LOCAL,Los Angeles,1.0,"34.204197, -118.47299",Urban,Libraty,,
e4ef7c0e-052e-4cfc-ad9d-5ccb9d5f5dd6,IRWIN,2023-01-18 16:09,"RRU, OLD ELSINORE RD / CHURCH ST IC Riverside",RRU,STATE,Riverside,6.0,"33.8208808837612, -117.281687005041",Urban,Libraty,,
2a872227-f6e3-46c4-86c8-581db916d3f3,IRWIN,2023-01-18 16:09,"RRU, N RAMONA BL /N STATE ST IC Riverside",RVC,LOCAL,Riverside,6.0,"33.794327897834, -116.971465949304",Urban,Libraty,,
3599d762-b8da-4d11-bd0c-6df63d128677,IRWIN,2023-01-18 17:39,"RRU, VERBENA DR  DHSP IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9501239426069, -116.492575878033",Urban,Dawn,old,
5e08308e-fe22-4dc2-8a87-3f523943067c,IRWIN,2023-01-18 18:06,"RRU, JULIAN DR  DHSP IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9497719417385, -116.507438880618",Urban,Dawn,,
59baab48-e9a9-4411-b968-283eb85d7f0c,IRWIN,2023-01-19 02:17,"RRU, N STATE ST  SANJ IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7930548976764, -116.971636949233",,,,
1391968209,PulsePoint,2023-01-19 06:54,"LAC, W AVENUE J & 14 FWY, LANCASTER",LAC,LOCAL,Los Angeles,1.0,"34.68932999999999, -118.16969",Urban,Rawaf,,
33e2f941-2bcf-43f2-86ed-7a01e3424050,IRWIN,2023-01-19 07:33,"RRU, DILLON RD OFRP  / HY 86S IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7048289308156, -116.177746803048",Dirt / desert,Rawaf,,
7259cee3-99be-4841-8c2b-10cd001b9e85,IRWIN,2023-01-19 07:39,"RRU, INDIAN ST / SUNNYMEAD BL IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9390648999382, -117.235083006456",Urban,Rawaf,,
g18-2023-01-19T15:44:26+00:00,GOES,2023-01-19 07:44,"High Probability, Santa Barbara County, 55 MW",AFV,FEDERAL,Santa Barbara,1.0,"34.6887, -120.4972",Nothing on radio,Rawaf,"No views available. Also, weather looks cloudy/drizzling and vegetation green.",
aea38cd1-0486-4681-bed0-edb1f9424686,IRWIN,2023-01-19 09:08,"RRU, E BRYANT ST  BAN IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9238689182342, -116.875330942905",Nothing on cameras,Rawaf,"Also, near urban.",
1392056958,PulsePoint,2023-01-19 09:14,"LAC, 38568 N 6TH ST E, PALMDALE",LAC,LOCAL,Los Angeles,1.0,"34.584000000002554, -118.1188149999639",Urban,Rawaf,,
{41BE95E5-6939-4C0A-9CD2-E22CD52D4D07},Intterra FIRIS,2023-01-19 11:05,blibraty_wifire blibraty_wifire,SHU,STATE,Shasta,3.0,"40.49762601058108, -122.51410372367432",,,,
{0D4DE9B0-63A4-4A37-89DE-7378A91664C7},Intterra FIRIS,2023-01-19 11:06,blibraty_wifire blibraty_wifire,SHU,STATE,Shasta,3.0,"40.49762601058108, -122.51410372367432",,,,
{F6CA3F18-9A8C-486C-A7E5-857B6AC86B31},Intterra FIRIS,2023-01-19 11:06,blibraty_wifire blibraty_wifire,MVU,STATE,San Diego,6.0,"32.582069662045654, -116.80142640037852",,,,
4149d645-fa5f-419b-8e35-4512b4563c4d,IRWIN,2023-01-19 11:42,"BDU, TOPAZ RD / MESA RD IC San Bernardino",BDU,STATE,San Bernardino,6.0,"34.4050459692715, -116.954906996186",,,,
fcb445e1-f3f6-47e2-b26c-af389b78920e,IRWIN,2023-01-19 12:41,"LNU, CALISTOGA RD  SANTA_ROSA IC Sonoma",LNU,STATE,Sonoma,2.0,"38.4923469845001, -122.656474336228",,,,
589adb98-b6da-433c-8481-c624be2ff558,IRWIN,2023-01-19 13:10,"RRU, SUNNYMEAD BL  MOVA IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9389259005986, -117.222968004356",,,,
24ec3be7-2eee-4abe-9a0a-80df2c8e53e6,IRWIN,2023-01-19 13:14,"RRU, LAWSON IC Riverside",RVC,LOCAL,Riverside,6.0,"33.554705916303, -116.112731779879",,,,
5b38477c-372b-47a1-bcf1-c9a70c412f57,IRWIN,2023-01-19 14:37,"RRU, BOB HOPE DR / RANCHO LAS PALMAS DR IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7428519227488, -116.408223846748",,,,
c150df93-ec79-4333-9047-86c56b02104f,IRWIN,2023-01-19 14:58,"RRU, EXA ELY RD  TEM IC Riverside",RRU,STATE,Riverside,6.0,"33.5243338676803, -116.945956923785",,,,
1392335493,PulsePoint,2023-01-19 15:41,"LFD, 564 W SOLANO AVE, Los Angeles",LFD,LOCAL,Los Angeles,1.0,"34.075436, -118.23215",,,,
2980b21e-0505-4174-9367-3a898fd7a604,IRWIN,2023-01-20 03:04,"RRU, HY 74  W/ ELLIS AV IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7721468798677, -117.250564995817",,,,
33089f1c-0f48-4acc-8517-19442cff2a35,IRWIN,2023-01-20 08:05,"RRU, INDIO BL / CLINTON ST IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7342279307838, -116.242698816849",,,,
12f54cc0-52f3-4932-a730-59da26e6d8f3,IRWIN,2023-01-20 10:23,"SCA, LAWSON IC Riverside",RVC,LOCAL,Riverside,6.0,"33.5474849156763, -116.108211778522",,,,
67d89afe-489c-46e1-b7af-0b2dc0b4582b,IRWIN,2023-01-20 12:26,"MNF, CSO HAZARD TREE REMOVAL IC Butte",BUT,LOCAL,Butte,3.0,"39.7061162493251, -121.777791159666",Nothing on cameras,crawl,,
63820137-a5b3-4df1-a2cf-a2e125e9d279,IRWIN,2023-01-20 14:23,"RRU, MARKET CT / AVE 44 IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7294449310174, -116.22797881387",Urban,crawl,,
13653806-7401-4254-a5a9-78f0f6e2c157,IRWIN,2023-01-20 16:41,"RRU, CAJALCO RD / EAGLE CANYON RD IC Riverside",RRU,STATE,Riverside,6.0,"33.8243568719019, -117.502917043292","Other non-veg (e.g., vehicle, trash, etc)",Rawaf,"Dispatched as an illegal outside fire, disregard.",
707ac11c-ca89-4bf2-9a14-2171f2b39648,IRWIN,2023-01-20 17:01,"RRU, HY 79  S AGUA IC Riverside",RRU,STATE,Riverside,6.0,"33.4404698626053, -116.857097901905",Unable to locate (UTL),Rawaf,"Also, nothing on cameras.",
bca09d93-5a71-430f-944f-11c5828c45b8,IRWIN,2023-01-20 18:32,"RRU, HY 60  W/ PERRIS BL ONRP IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9409449003547, -117.231491005988",Urban,Rawaf,,
c5c37b70-edc2-4930-8eb4-87b40ea3bcbd,IRWIN,2023-01-20 19:00,"RRU, LIMONITE AV  JRPV IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9764688913778, -117.464588048923",Urban,Rawaf,,
c8bc9fa0-4d9b-4658-91a6-3b9f194cbfb5,IRWIN,2023-01-20 19:31,"RRU, E NUEVO RD / MURRIETA RD IC Riverside",RVC,LOCAL,Riverside,6.0,"33.8011328855254, -117.208659990888",Other - Enter reason,Rawaf,"Urban, also old: ""FireDiscoveryDateTime: 2023-01-20 17:23 PST""",
2c965fe6-a125-4f36-b696-af8b479e2b67,IRWIN,2023-01-21 03:08,"RRU, PACKARD ST / MISSION BL IC Riverside",RVC,LOCAL,Riverside,6.0,"33.996094896943, -117.405215040325",,,,
ef40b069-c2ef-4ace-b67f-8b11ac63d0b4,IRWIN,2023-01-21 07:57,"RRU, TYLER ST  COAC IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7076669318984, -116.164137800858",Other - Enter reason,Rawaf,"Desert, also old: ""FireDiscoveryDateTime: 2023-01-21 07:20 PST""",
f14c0fbd-566a-4d22-a1fe-9e5f854b3426,IRWIN,2023-01-21 09:00,"CDD, VEH/MC/7120 IC Riverside",RRU,STATE,Riverside,6.0,"34.0046749444275, -116.574911896882",Other - Enter reason,Rawaf,"Desert, also old: ""FireDiscoveryDateTime: 2023-01-20 17:03 PST""",
aeea3ac9-6407-4f4e-aa16-9c87341b77bd,IRWIN,2023-01-21 10:27,"RRU, OCOTILLO RD / BUENA VISTA AV IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9596209433652, -116.499044879932",Urban,Rawaf,"Also, desert.",
ed0e5e5d-8ae5-4cd8-adfe-6c551c1d582a,IRWIN,2023-01-21 10:54,"CDD, VF/JKP/66R4 IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7425949365053, -116.156411802222",Other - Enter reason,Rawaf,"Desert, also old: ""FireDiscoveryDateTime: 2023-01-21 09:32 PST""",
d82d0b1c-3bd6-4fd7-8fd1-5ef089329b26,IRWIN,2023-01-21 11:31,"SDU, DSFR1 2 IC San Diego",MVU,STATE,San Diego,6.0,"33.213642823465, -117.090031925138",Unable to locate (UTL),Rawaf,Nothing on cameras.,
1393707163,PulsePoint,2023-01-21 12:08,"LFD, 250 SB 170 FWY, Los Angeles",LFD,LOCAL,Los Angeles,1.0,"34.201507, -118.40353",,,,
24312d76-7536-4fa9-b289-e40450e7f613,IRWIN,2023-01-21 12:37,"RRU, RANCHO CALIFORNIA RD  TEM IC Riverside",RVC,LOCAL,Riverside,6.0,"33.5084908560293, -117.12714095394",,,,
8400b969-0b7b-42cc-85c1-e585cc72d91b,IRWIN,2023-01-21 12:41,"SDU, BORDER 3 IC San Diego",MVU,STATE,San Diego,6.0,"32.6003377632553, -116.840594837434",,,,
1393736227,PulsePoint,2023-01-21 12:49,"LAC, 19056 W PACIFIC COAST HWY, MALIBU",LAC,LOCAL,Los Angeles,,"34.03932000014612, -118.59138000000002",,,,
422a9c90-720a-49bb-a927-b0a887c695e4,IRWIN,2023-01-21 13:14,"CDD, MISSION IC Riverside",RRU,STATE,Riverside,6.0,"34.004727164459, -116.574456336806",,,,
bc55db56-3dd0-43fc-963a-c340e572b3b5,IRWIN,2023-01-21 13:18,"CDD, FARGO IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7425049364951, -116.156400692213",,,,
2c015be1-98b0-47d1-bc65-572a3af06703,IRWIN,2023-01-21 15:40,"RRU, OLIVER ST / CACTUS AV IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9101098995229, -117.182806995113",,,,
5a00a641-5ee0-4aa7-8b04-0d77971225ef,IRWIN,2023-01-21 15:56,"RRU, RECHE CANYON RD / RECHE VISTA DR IC Riverside",RRU,STATE,Riverside,6.0,"33.9921419064774, -117.227108009357",Nothing on cameras,Sierra,nothing on radio,
1393883776,PulsePoint,2023-01-21 16:26,"LAC, LONGVIEW RD & E AVENUE T, LITTLEROCK",LAC,LOCAL,Los Angeles,1.0,"34.54272999999999, -117.89692000000001",Fusion Center Instruction,Sierra,,
0969f278-4cb4-4093-80ac-2b7e15b6fcf6,IRWIN,2023-01-21 17:10,"RRU, AVE 48  / VAN BUREN ST IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7003619291213, -116.198993806464",Urban,Sierra,,
1393927701,PulsePoint,2023-01-21 17:38,"LAC, N 47TH ST E & E AVENUE R-12, PALMDALE",LAC,LOCAL,Los Angeles,1.0,"34.56123000000001, -118.04506",Fusion Center Instruction,Sierra,,
1393927701,PulsePoint,2023-01-21 17:38,"LAC, 4714 E AVENUE R-11, PALMDALE",LAC,LOCAL,Los Angeles,1.0,"34.56217000141917, -118.04426000000001",Fusion Center Instruction,Sierra,,
8ecb49a9-9e09-43ed-8317-6c033db20503,IRWIN,2023-01-21 18:15,"RRU, COLLIER AV  LELS IC Riverside",RVC,LOCAL,Riverside,6.0,"33.6887798654601, -117.337771004254",Urban,Sierra,,
73947934-7d3b-4a88-b2fc-735ea526c547,IRWIN,2023-01-21 18:25,"RRU, STANLEY RD  AGUA IC Riverside",RRU,STATE,Riverside,6.0,"33.5967958812639, -116.85230291311",Other - Enter reason,Sierra,old,
be748910-16d1-4456-90a7-0b3b13865598,IRWIN,2023-01-21 21:22,"RRU, PACIFIC AV / CENTER ST IC Riverside",RVC,LOCAL,Riverside,6.0,"34.0157239030197, -117.336865030169",,,,
18879e11-63d9-4471-8fbe-c606666ff7b1,IRWIN,2023-01-22 00:46,"RRU, FREEWAY IC Riverside",RVC,LOCAL,Riverside,6.0,"33.8226669319252, -116.413545853975",,,,
477a3f69-905d-4b8c-a0a3-85e3cbb6b8c7,IRWIN,2023-01-22 02:23,"RRU, OPAL ST / MISSION BL IC Riverside",RVC,LOCAL,Riverside,6.0,"34.0060348969753, -117.424819044494",,,,
c6849c74-21e7-42bf-9be5-787c6519f8ee,IRWIN,2023-01-22 07:39,"RRU, HY 111  / WHEELER ST IC Riverside",RVC,LOCAL,Riverside,6.0,"33.5367319192514, -116.017772761628",,,,
db5d454d-0f24-40b9-9757-6c26d60d0448,IRWIN,2023-01-22 12:19,"RRU, W NUEVO RD  PERR IC Riverside",RVC,LOCAL,Riverside,6.0,"33.801112884437, -117.228310994276",Urban,Dawn,,
1ddb6941-dca6-4f2f-a109-0062b21f14c0,IRWIN,2023-01-22 13:49,"RRU, APPLEBLOSSOM LN / ALESSANDRO BL IC Riverside",RVC,LOCAL,Riverside,6.0,"33.917255898138, -117.222423002522",Urban,Dawn,,
a690e2a7-8f86-4026-8ed3-c68bb35ae33e,IRWIN,2023-01-22 13:50,"RRU, GRAPEFRUIT BL / AVE 49 IC Riverside",RVC,LOCAL,Riverside,6.0,"33.6930199289933, -116.18521680345",Urban,Dawn,,
1394585694,PulsePoint,2023-01-22 14:35,"LFD, 2590 NB 110 FWY, Los Angeles",LFD,LOCAL,Los Angeles,1.0,"34.10253, -118.19699",Urban,Dawn,,
