id,type,timestamp,message,agency,DPA,county,OES region,lat/lon,pushed/reason,modeler,"notes (fire name, other)",Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
f6a09898-80ae-4233-91a5-95b5699008be,IRWIN,2024-02-12 13:39,"RVC, DRIFTWOOD LN  LELS IC Riverside",RVC,LOCAL,Riverside,6.0,"33.6944168634677, -117.385909012963",Nothing on cameras,Treva,Same area as earlier alert,,,,,,
4c170167-8919-4542-aca7-c1763c5b1965,IRWIN,2024-02-12 16:27,"RRU, STATE ST / CACTUS VALLEY RD IC Riverside",RRU,STATE,Riverside,6.0,"33.6721658836126, -116.971136939635","Other non-veg (e.g., vehicle, trash, etc)",Treva,Smoke from a BBQ,,,,,,
bf26a033-8312-4122-859d-bba19b695156,IRWIN,2024-02-12 17:37,"RVC, VERMONT CI / TENNESSEE AV IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7342479264655, -116.321660830806",Urban,Erin,,,,,,,
402b9673-c693-4eeb-acf6-d808919d702a,IRWIN,2024-02-12 17:51,"RVC, MARKET IC Riverside",RVC,LOCAL,Riverside,6.0,"34.0119138999712, -117.383401037859",Urban,Erin,,,,,,,
2d1f7d0f-5455-4cf2-90fd-da085535e977,IRWIN,2024-02-12 17:54,"RRU, ELDER RD / BAHRMAN RD IC Riverside",RRU,STATE,Riverside,6.0,"33.561562886271, -116.683459880929",Urban,Erin,,,,,,,
8ddf4379-0b11-41f4-901f-97647ceafdc4,IRWIN,2024-02-12 18:31,"RVC, JACKSON ST / CIVIC CENTER DR IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7186489303746, -116.216121810926",Urban,Erin,,,,,,,
838da7b9-1152-4994-8c53-d30c2af3ef26,IRWIN,2024-02-12 18:49,"RVC, GLENWOOD AV / COLE AV IC Riverside",RVC,LOCAL,Riverside,6.0,"33.8638158864606, -117.321967015392",Urban,Erin,,,,,,,
1744052430,PulsePoint,2024-02-12 20:07,"LFD, 658 W 116TH ST, Los Angeles",LFD,LOCAL,Los Angeles,1.0,"33.928092, -118.28701",Urban,Erin,,,,,,,
1744070212,PulsePoint,2024-02-12 20:33,"LAC, N 15TH ST W & W MEADOW VIEW LN, LANCASTER",LAC,LOCAL,Los Angeles,1.0,"34.68016999999999, -118.15678",Urban,Erin,,,,,,,
f019c703-ce97-4eeb-ac49-165eb903b697,IRWIN,2024-02-12 20:58,"RVC, ALADDIN ST / AVE 46 IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7147569287008, -116.238241814536",Urban,Erin,,,,,,,
64dcae2c-17ce-40c7-a2a9-efb48ab338eb,IRWIN,2024-02-12 23:11,"RVC, EL PASEO  / HY 74 IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7197759209618, -116.390770841863",,,,,,,,,
d91fcadd-01c2-493d-b4e1-24d9e8ce4dab,IRWIN,2024-02-13 00:11,"RVC, PERRIS BL  MOVA IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9361969000938, -117.226393004727",,,,,,,,,
9ad858ec-facb-493c-b480-d22ef5d7820f,IRWIN,2024-02-13 00:19,"RVC, W 4TH ST  PERR IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7823578821738, -117.230118993101",,,,,,,,,
7c9e8f99-70c6-4fe8-ab73-46d4d67bc843,IRWIN,2024-02-13 01:31,"RVC, HY 74  E HEM IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7476978948024, -116.927843938046",,,,,,,,,
1744315774,PulsePoint,2024-02-13 06:01,"LAC, N ROSEMEAD BLVD & SAN GABRIEL BLVD, WHITTIER",LAC,LOCAL,Los Angeles,1.0,"34.03823, -118.06417",,,,,,,,,
2157a7a3-650f-4309-b5ab-a4b2b3bbb808,IRWIN,2024-02-13 06:42,"BEU, TURKEY FLAT RD  PARKFIELD IC Monterey",BEU,STATE,Monterey,2.0,"35.8712529182025, -120.323861689499",,,,,,,,,
1744459928,PulsePoint,2024-02-13 08:49,"LFD, 13836 N GAVINA AVE, Los Angeles",LFD,LOCAL,Los Angeles,1.0,"34.323608, -118.4098",,,,,,,,,
bdfc26b9-3b52-4503-99b9-e2db08883ae1,IRWIN,2024-02-13 12:53,"RVC, HACIENDA AV / TAMAR DR IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9541399433252, -116.48816887758",Dirt / desert,AV,,,,,,,
g16-2024-02-13T21:26:17+00:00,GOES,2024-02-13 13:26,"Processed, Imperial County, 72 MW",IMP,LOCAL,Imperial,6.0,"32.8729, -115.495",Agriculture / farm,AV ,,,,,,,
g18-2024-02-13T21:44:26+00:00,GOES,2024-02-13 13:44,"Medium Probability, Ventura County, 39 MW",,LOCAL,Ventura,1.0,"34.2881, -119.1708",Other - Enter reason,Av,Told to skip because it has been burning for over an hour ,,,,,,
2105b9e8-768e-44bd-8c5e-ac83e7b29629,IRWIN,2024-02-13 14:32,"MRD, 4TH AV / NORTHRUP RD IC Merced",MRD,LOCAL,Merced,5.0,"37.3206090151207, -120.887510929173",Agriculture / farm,AV,,,,,,,
54a8a9d2-6d66-4f8e-a4e0-490c8eea5b59,IRWIN,2024-02-13 14:52,"RRU, YAW RD / REYNOLDS WY IC Riverside",RRU,STATE,Riverside,6.0,"33.5522088880979, -116.629251870724",Other - Enter reason,AV,old,,,,,,
g18-2024-02-13T23:03:26+00:00,GOES,2024-02-13 15:03,"High Probability, Tulare County, 29 MW",SQF,FEDERAL,Tulare,5.0,"36.1765, -118.4396",Nothing on cameras,Rawaf,Possibly cloud/snow reflection?,,,,,,
g18-2024-02-13T23:09:26+00:00,GOES,2024-02-13 15:09,"High Probability, Tulare County, 22 MW",INF,FEDERAL,Tulare,5.0,"36.2567, -118.3165",Nothing on cameras,Rawaf,"Near prior GOES, likely clouds/snow reflection.",,,,,,
bdb362dd-4c44-4319-9374-0240d8ec4067,IRWIN,2024-02-13 17:06,"RRU, LIVE OAK CANYON RD / OAK GROVE DR IC Riverside",RRU,STATE,Riverside,6.0,"34.0032999128429, -117.136402994593",Nothing on cameras,Rawaf,,,,,,,
1745028006,PulsePoint,2024-02-13 17:42,"LAC, ALONDRA BLVD & ESCALONA RD, LA MIRADA",LAC,LOCAL,Los Angeles,1.0,"33.88807, -118.01179000000002",Urban,Rawaf,,,,,,,
1745031115,PulsePoint,2024-02-13 17:44,"LAC, N 10TH ST W & W AVENUE H, LANCASTER",LAC,LOCAL,Los Angeles,1.0,"34.71855, -118.14832",Urban,Rawaf,"Also, dersert. No smoke visible.",,,,,,
1745031115,PulsePoint,2024-02-13 17:44,"LAC, N 10TH ST W & W AVENUE H, LANCASTER",LAC,LOCAL,Los Angeles,1.0,"34.71855, -118.14832",Other - Enter reason,Rawaf,Repeat 17:44 LAC N 10th,,,,,,
99fc49b2-4730-4e11-8873-4130a7b780ff,IRWIN,2024-02-13 17:49,"RVC, WALLACE ST  JRPV IC Riverside",RVC,LOCAL,Riverside,6.0,"34.0010078981553, -117.393593038727",Nothing on cameras,Rawaf,"Also, limited potential/surrounded by urban.",,,,,,
1745090058,PulsePoint,2024-02-13 19:01,"LAC, WB 105 WO VERMONT AV ,SLAC, SOUTH LA",LAC,LOCAL,Los Angeles,1.0,"33.9287, -118.29560000000001",,,,,,,,,
46948b8b-7bd9-4b4b-a5d6-2b7e07540035,IRWIN,2024-02-13 20:32,"RRU, WATSON RD / CREAG AV IC Riverside",RRU,STATE,Riverside,6.0,"33.750693885326, -117.106472969249",,,,,,,,,
1745174504,PulsePoint,2024-02-13 21:10,"LAC, FLORENCE AVE & 710 FWY, BELL",LAC,LOCAL,Los Angeles,1.0,"33.9681, -118.16782",,,,,,,,,
1745375380,PulsePoint,2024-02-14 05:49,"LAC, W AVENUE J & N 20TH ST W, LANCASTER",LAC,LOCAL,Los Angeles,1.0,"34.68932999999999, -118.16894",,,,,,,,,
1745401098,PulsePoint,2024-02-14 06:14,"LAC, E 223RD ST & S ALAMEDA ST, CARSON",LAC,LOCAL,Los Angeles,1.0,"33.824580000000005, -118.22845000000001",,,,,,,,,
60b68fee-b90f-4c40-b35c-3dd3b3ecc856,IRWIN,2024-02-14 13:03,"RRU, MATEO DR / CAJON DR IC Riverside",RRU,STATE,Riverside,6.0,"33.8080438778638, -117.361581017761",Nothing on cameras,Dawn,,,,,,,
g18-2024-02-14T22:46:18+00:00,GOES,2024-02-14 14:46,"High Probability, Tulare County, 23 MW",INF,FEDERAL,Tulare,5.0,"36.384, -118.3049",Fusion Center Instruction,Dawn,skip,,,,,,
g18-2024-02-14T22:46:18+00:00,GOES,2024-02-14 14:46,"High Probability, Tulare County, 29 MW",KNP,FEDERAL,Tulare,5.0,"36.353, -118.4643",Fusion Center Instruction,Dawn,,,,,,,
770fb57b-fc67-4524-a8a2-1b5135ef865b,IRWIN,2024-02-14 14:52,"RVC, S SAN JACINTO AV  SANJ IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7733038960836, -116.958813945445",Urban,Dawn,,,,,,,
8ed265f3-7e8b-4e07-87f2-7943ebc34964,IRWIN,2024-02-14 15:21,"RVC, MARLATT ST / LIMONITE AV IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9753938885151, -117.51348005721",Urban,Dawn,,,,,,,
1746290274,PulsePoint,2024-02-14 16:27,"ORC, Dead End & Dead End, SAN CLEMENTE",ORC,LOCAL,Orange,1.0,"33.476976, -117.609473",Pushed,Dawn,Hiiden Valley IC,,,,,,
1746290274,PulsePoint,2024-02-14 16:27,"ORC, Dead End & Dead End, SAN CLEMENTE",ORC,LOCAL,Orange,1.0,"33.476976, -117.609473",Pushed,Dawn,,,,,,,
1746290274,PulsePoint,2024-02-14 16:27,"ORC, Dead End & Dead End, SAN CLEMENTE",ORC,LOCAL,Orange,1.0,"33.476976, -117.609473",Pushed,Dawn,,,,,,,
1746290274,PulsePoint,2024-02-14 16:27,"ORC, Dead End & Dead End, SAN CLEMENTE",ORC,LOCAL,Orange,1.0,"33.476976, -117.609473",Pushed,Dawn,,,,,,,
1746290274,PulsePoint,2024-02-14 16:27,"ORC, Dead End & Dead End, SAN CLEMENTE",ORC,LOCAL,Orange,1.0,"33.476976, -117.609473",Pushed,Dawn,,,,,,,
1746290274,PulsePoint,2024-02-14 16:27,"ORC, Dead End & Dead End, SAN CLEMENTE",ORC,LOCAL,Orange,1.0,"33.476976, -117.609473",Pushed,Dawn,,,,,,,
1746290274,PulsePoint,2024-02-14 16:27,"ORC, Dead End & Dead End, SAN CLEMENTE",ORC,LOCAL,Orange,1.0,"33.476976, -117.609473",,,,,,,,,
92bf5472-5039-469f-885e-413d51767ede,IRWIN,2024-02-14 17:43,"RVC, HOOVER AV  INDO IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7267719303355, -116.234606814833",Urban,Treva,Desert ,,,,,,
1746416643,PulsePoint,2024-02-14 17:45,"LAC, CHALLENGER WAY & E AVENUE I, LANCASTER",LAC,LOCAL,Los Angeles,1.0,"34.70408, -118.11255000000001",Unable to locate (UTL),Treva,,,,,,,
1746495072,PulsePoint,2024-02-14 18:39,"LAC, CLARK AVE & 91 FWY, BELLFLOWER",LAC,LOCAL,Los Angeles,1.0,"33.87665, -118.13392",Urban,Treva,,,,,,,
fe0f4cfd-b0b3-47e7-b58b-0b3a18338c04,IRWIN,2024-02-14 19:29,"BDU, HWY 18  / OASIS RD IC San Bernardino",BDU,STATE,San Bernardino,6.0,"34.498932940022, -117.643437122788","Other non-veg (e.g., vehicle, trash, etc)",Treva,Illegal burn,,,,,,
3ab72e99-534e-436c-a6ca-f0d070e53c9c,IRWIN,2024-02-14 19:36,"RVC, N 8TH ST /W RAMSEY ST IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9238109176658, -116.885422944657",Urban,Treva,Nothing on cameras,,,,,,
770540f5-dd92-42e2-ac66-2a59b0effe37,IRWIN,2024-02-14 20:06,"RVC, CESAR CHAVEZ ST  COAC IC Riverside",RVC,LOCAL,Riverside,6.0,"33.6690639263165, -116.18164680095",Urban,Treva,,,,,,,
1746878550,PulsePoint,2024-02-15 04:28,"LAC, W MANCHESTER BLVD & 405 FWY, INGLEWOOD",LAC,LOCAL,Los Angeles,1.0,"33.96162, -118.36911",Urban,Sierra,,,,,,,
1746930667,PulsePoint,2024-02-15 06:02,"LAC, N 25TH ST E & E AVENUE I, LANCASTER",LAC,LOCAL,Los Angeles,1.0,"34.70431, -118.08671",Urban,Sierra,,,,,,,
8dc95979-296e-4055-a1df-c276380c076c,IRWIN,2024-02-15 11:25,"RVC, AVE 73   THER IC Riverside",RVC,LOCAL,Riverside,6.0,"33.5179559108981, -116.130812780263",Agriculture / farm,Sierra,Also old,,,,,,
fb6a0d75-4860-4346-81f8-78bfb6b51265,IRWIN,2024-02-15 11:39,"SDF, LEAPIN IC San Diego",SDF,LOCAL,San Diego,6.0,"33.1400688648425, -116.135852752699",Knockdowns,Sierra,,,,,,,
88620918-4c0c-4288-b2b4-c1b15446a50c,IRWIN,2024-02-15 13:29,"RVC, IRONWOOD AV  MOVA IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9466249002698, -117.244693008721",Other - Enter reason,Sierra,old,,,,,,
aebb77b3-cdc3-4176-bf30-b2d6026005e3,IRWIN,2024-02-15 15:04,"RVC, MISSION IC Riverside",RVC,LOCAL,Riverside,6.0,"34.0118098942372, -117.485259055324",Urban,Sierra,,,,,,,
ad356394-3019-4448-9c5e-98f34621a9f8,IRWIN,2024-02-15 17:12,"RRU, CENTER ST / LUANE TRL IC Riverside",RRU,STATE,Riverside,6.0,"34.0123039063223, -117.271077018567",Knockdowns,Sierra,Small spot,,,,,,
ce42db2d-2a15-4bbf-b6b8-cfb242e71a84,IRWIN,2024-02-15 17:37,"RIV, GROVE IC Riverside",RIV,LOCAL,Riverside,6.0,"33.8983508908044, -117.315094016971",Nothing on cameras,Sierra,,,,,,,
1019e4f9-7f59-44ed-b735-c2ca7a8509c6,IRWIN,2024-02-15 18:27,"RVC, 8TH ST / MESQUITE AV IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9697109447452, -116.495592880134",,,,,,,,,
23356152-06dc-4722-b543-ef274f3840d6,IRWIN,2024-02-15 21:26,"RVC, MISSION IC Riverside",RVC,LOCAL,Riverside,6.0,"34.0027448969462, -117.418662043171",,,,,,,,,
1747823332,PulsePoint,2024-02-15 22:42,"LAC, NB 710 AT FIRESTONE BLVD ,SGAT, SOUTH GATE",LAC,LOCAL,Los Angeles,1.0,"33.94973, -118.1703",,,,,,,,,
1747826307,PulsePoint,2024-02-15 22:42,"LAC, NB 710 SO 105, PARAMOUNT",LAC,LOCAL,Los Angeles,1.0,"33.90551, -118.1835",,,,,,,,,
1747826300,PulsePoint,2024-02-15 22:49,"LAC, E FIRESTONE BLVD & S ALAMEDA ST, FLORENCE-GRAHAM",LAC,LOCAL,Los Angeles,1.0,"33.957440000000005, -118.23107",,,,,,,,,
1747829790,PulsePoint,2024-02-15 22:55,"LAC, CLARK AVE & 91 FWY, BELLFLOWER",LAC,LOCAL,Los Angeles,1.0,"33.87665, -118.13392",,,,,,,,,
1747906869,PulsePoint,2024-02-16 02:20,"LAC, NB 605 NO LIVE OAK AV ,IRWN, IRWINDALE",LAC,LOCAL,Los Angeles,1.0,"34.10966, -117.9806",,,,,,,,,
1747984084,PulsePoint,2024-02-16 05:40,"LAC, WB 105 AT LONG BEACH BLVD ,LNWD, LYNWOOD",LAC,LOCAL,Los Angeles,1.0,"33.92511, -118.21",,,,,,,,,
g18-2024-02-16T17:50:22+00:00,GOES,2024-02-16 09:50,"Processed, Santa Barbara County, 25 MW",SBC,LOCAL,Santa Barbara,1.0,"34.6661, -120.4303",Agriculture / farm,Dawn,,,,,,,
g16-2024-02-16T19:16:17+00:00,GOES,2024-02-16 11:16,"Processed, Imperial County, 214 MW",WML,LOCAL,Imperial,6.0,"32.955, -115.6491",Agriculture / farm,Dawn,,,,,,,
bd0ae143-cc51-4da5-ac01-5a7233b2c148,IRWIN,2024-02-16 11:58,"RVC, E 2ND ST MARKETPLACE  /S HIGHLAND SPRINGS AV IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9238829142602, -116.946750955328",Urban,Dawn,,,,,,,
1748325177,PulsePoint,2024-02-16 12:37,"LAC, EB 105 AT CENTRAL AV--ADV LFD ,WILB, WILLOWBROOK",LAC,LOCAL,Los Angeles,1.0,"33.92796, -118.2543",Urban,Dawn,,,,,,,
1748418507,PulsePoint,2024-02-16 14:00,"LAC, E AVENUE P & N 50TH ST E, PALMDALE",LAC,LOCAL,Los Angeles,1.0,"34.60197, -118.04079999999999",Agriculture / farm,Dawn,,,,,,,
14ac751a-a14e-4179-a397-8581986cfa8b,IRWIN,2024-02-16 14:26,"CDD, BOX CANYON RD / PAINTED CANYON RD IC Riverside",CDD,FEDERAL,Riverside,6.0,"33.5758299251548, -115.995994760761",Dirt / desert,Dawn,,,,,,,
1748506382,PulsePoint,2024-02-16 15:25,"LAC, N 50TH ST E & E AVENUE N, PALMDALE",LAC,LOCAL,Los Angeles,1.0,"34.63137, -118.04093",Agriculture / farm,Dawn,,,,,,,
8ba2a5a6-ba53-4376-b4f4-0d6609d26f1a,IRWIN,2024-02-16 15:47,"RVC, DODD ST  JRPV IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9980408913296, -117.509175058304",Urban,Dawn,,,,,,,
b4f7bd44-d59c-4eb0-97af-0a30111ecd00,IRWIN,2024-02-16 16:50,"RVC, DILLON RD / FARGO CANYON RD IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7440209362529, -116.164145803705",Dirt / desert,Dawn,,,,,,,
1748631071,PulsePoint,2024-02-16 17:19,"LAC, S COLIMA RD & S AVOCADO HILL WAY, HACIENDA HEIGHTS",LAC,STATE,Los Angeles,1.0,"33.97919, -117.98057",Nothing on cameras,Jen,,,,,,,
1748723411,PulsePoint,2024-02-16 19:04,"LAC, 4406 FLORENCE AVE, BELL",LAC,LOCAL,Los Angeles,1.0,"33.97032000074772, -118.18850999979776",Urban,Jen,,,,,,,
1748738098,PulsePoint,2024-02-16 19:24,"LAC, E AVENUE S & LARGO VISTA RD, LLANO",LAC,LOCAL,Los Angeles,1.0,"34.55772999999999, -117.76535000000001",Dirt / desert,Jen,,,,,,,
1748794199,PulsePoint,2024-02-16 20:42,"LAC, 701 E MAUNA LOA AVE, GLENDORA",LAC,LOCAL,Los Angeles,1.0,"34.125745000377016, -117.85541500059529",Urban,Jen,"single unit response, pass",,,,,,
1748826612,PulsePoint,2024-02-16 21:26,"LAC, WB 10 AT DEL MAR AV--ADV SGB ,ROSE, ROSEMEAD",LAC,LOCAL,Los Angeles,1.0,"34.07213, -118.09950000000002",,,,,,,,,
3c5510c1-79f0-486e-a3ba-d74bd3314ef9,IRWIN,2024-02-16 21:33,"RVC, KELLER RD  MENI IC Riverside",RVC,LOCAL,Riverside,6.0,"33.6285998665462, -117.19074197423",,,,,,,,,
1748884552,PulsePoint,2024-02-16 22:45,"LAC, ENCANTO PKWY & HACIENDA DR, DUARTE",LAC,LOCAL,Los Angeles,1.0,"34.14044, -117.93992",,,,,,,,,
62d25062-ffd2-4b1d-b38a-9ca8bf10ab7a,IRWIN,2024-02-17 02:34,"RVC, INDIO IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7260549320579, -116.201530808922",,,,,,,,,
7ed93ffb-5b3f-4cc0-9bc7-9bd3b00433d8,IRWIN,2024-02-17 04:13,"RVC, AVE 66  / HY 86S IC Riverside",RVC,LOCAL,Riverside,6.0,"33.5693469191463, -116.092757777462",,,,,,,,,
02392680-7a74-45cc-99e6-a901c85c0be7,IRWIN,2024-02-17 06:47,"RVC, PALMS IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9488589427607, -116.487133876975",,,,,,,,,
1749136432,PulsePoint,2024-02-17 07:43,"LAC, EB 105 AT LONG BEACH BLVD ,LNWD, LYNWOOD",LAC,LOCAL,Los Angeles,1.0,"33.92471, -118.20990000000002",,,,,,,,,
c0c7a3bb-3d5f-4982-b510-4c43bc7ce28c,IRWIN,2024-02-17 07:46,"RVC, I 15  N/ RANCHO CALIFORNIA RD ONRP IC Riverside",RVC,LOCAL,Riverside,6.0,"33.5044408541657, -117.152874958072",,,,,,,,,
19dcd9ce-679f-4eaa-b125-a6c1fbd74f82,IRWIN,2024-02-17 08:00,"RVC, LLOYD ST  HEM IC Riverside",RVC,LOCAL,Riverside,6.0,"33.75437489759, -116.891318932222",,,,,,,,,
1a4c5acd-7dcb-415a-bc41-6e5d2d9e308e,IRWIN,2024-02-17 10:03,"RVC, INDIAN AV /W ORANGE AV IC Riverside",RVC,LOCAL,Riverside,6.0,"33.8157368857648, -117.234786996553",,,,,,,,,
ee58dd64-a9b9-4ae0-b6bf-a79288fc1bc6,IRWIN,2024-02-17 10:56,"BTU, MINERS RANCH RD / OLIVE HWY IC Butte",BTU,STATE,Butte,3.0,"39.5036721585527, -121.459759283418",,,,,,,,,
1749326499,PulsePoint,2024-02-17 11:53,"LAC, NB 110 SO SEPULVEDA BLVD ,CARS, CARSON",LAC,LOCAL,Los Angeles,1.0,"33.82732, -118.2873",Urban,Erin,,,,,,,
1749326499,PulsePoint,2024-02-17 11:53,"LAC, NB 110 SO SEPULVEDA BLVD ,CARS, CARSON",LAC,LOCAL,Los Angeles,1.0,"33.80482, -118.28840000000001",Urban,Erin,,,,,,,
1749326499,PulsePoint,2024-02-17 11:53,"LAC, NB 110 SO CARSON ST ,CARS, CARSON",LAC,LOCAL,Los Angeles,1.0,"33.82732, -118.2873",Urban,Erin,,,,,,,
1749326499,PulsePoint,2024-02-17 11:53,"LAC, NB 110 SO SEPULVEDA BLVD ,CARS, CARSON",LAC,LOCAL,Los Angeles,1.0,"33.80482, -118.28840000000001",Urban,Erin,,,,,,,
7647005e-47b0-4c47-ba11-ed76403e1a92,IRWIN,2024-02-17 12:07,"RVC, LIMONITE AV / DODD ST IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9753448887527, -117.509143056464",Nothing on radio,Erin,,,,,,,
17f22bd8-90a2-404e-b2fa-8d1c0514a726,IRWIN,2024-02-17 12:28,"RVC, LA PALOMA AV  SANJ IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7905748971797, -116.975409949692",Urban,Erin,old alert ~1hr,,,,,,
1749383712,PulsePoint,2024-02-17 13:01,"LAC, NB 405 SO CENTURY BLVD ,INGL, INGLEWOOD",LAC,LOCAL,Los Angeles,1.0,"33.94223, -118.3683",Urban,Erin,,,,,,,
c50a8815-3511-4f39-b624-3415a58897c2,IRWIN,2024-02-17 14:23,"RVC, W OLEANDER AV  PERR IC Riverside",RVC,LOCAL,Riverside,6.0,"33.8572228893943, -117.255492003422",Urban,Erin,,,,,,,
86f8dd36-10ce-429d-82da-3b776b0cc845,IRWIN,2024-02-17 14:45,"RRU, RIVER RD  LELS IC Riverside",RRU,STATE,Riverside,6.0,"33.7255978727979, -117.281452997462",Nothing on radio,Erin,,,,,,,
90cdf1b1-e423-4d73-bf56-56dfdffb236b,IRWIN,2024-02-17 17:49,"RVC, VIA PUERTA   TEM IC Riverside",RVC,LOCAL,Riverside,6.0,"33.5235238581725, -117.119932953854",Dirt / desert,AV ,,,,,,,
463704e6-d124-4840-930c-52a0d9a529ac,IRWIN,2024-02-17 18:11,"BDF, CREEK IC San Bernardino",BDF,FEDERAL,San Bernardino,6.0,"34.1594969431834, -116.917347969303",Other - Enter reason,AV ,Skip ,,,,,,
1749771620,PulsePoint,2024-02-17 20:28,"LAC, N 10TH ST W & W AVENUE P-14, PALMDALE",LAC,LOCAL,Los Angeles,1.0,"34.588249999999995, -118.14753",,,,,,,,,
63e5577a-1ccc-4228-9453-4704c52aa095,IRWIN,2024-02-17 22:33,"SCU, UVAS RD  W_MORGAN_HILL_SCC IC Santa Clara",SCU,STATE,Santa Clara,2.0,"37.0599399368032, -121.673438022186",,,,,,,,,
b8e651b3-98b6-4979-b6ea-2782ed1dd65a,IRWIN,2024-02-18 00:37,"RVC, TRAIL RIDGE WY  MOVA IC Riverside",RVC,LOCAL,Riverside,6.0,"33.934338902366, -117.18184399689",,,,,,,,,
a2781ffd-8166-4031-97d8-7659bf92f7d2,IRWIN,2024-02-18 06:37,"RVC, RUBIDOUX BL / 30TH ST IC Riverside",RVC,LOCAL,Riverside,6.0,"34.0053908983145, -117.399660040124",,,,,,,,,
bc128c72-85c8-495b-a585-6565e174cf8c,IRWIN,2024-02-18 07:52,"RVC, ARABIA ST / INDIO BL IC Riverside",RVC,LOCAL,Riverside,6.0,"33.7251159306913, -116.224477812911",Urban,Jen,old; discovered at 0722,,,,,,
b0743e39-62cd-45fb-ab48-3533e7cb4b39,IRWIN,2024-02-18 11:26,"RVC, FLEETWOOD IC Riverside",RVC,LOCAL,Riverside,6.0,"34.0139449004617, -117.378793037232",Urban,Jen,,,,,,,
1750336059,PulsePoint,2024-02-18 11:40,"LAC, NB 14 NO SANTIAGO RD ,ACTN, ACTON",LAC,STATE,Los Angeles,1.0,"34.48702, -118.1599",Urban,Jen,,,,,,,
1750336059,PulsePoint,2024-02-18 11:40,"LAC, NB 14 SO SOLEDAD CYN RD--AT SIERRA, ACTON",LAC,STATE,Los Angeles,1.0,"34.4873, -118.14",,,,,,,,,
3eb98fbd-0af0-4ece-ac09-723a00c2db86,IRWIN,2024-02-18 16:26,"RVC, VERBENA DR / IRONWOOD DR IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9523429431169, -116.488107877425",,,,,,,,,
72614c59-d57f-44b5-b486-011fe9aff83c,IRWIN,2024-02-18 17:31,"RRU, HY 74  E ANZA IC Riverside",RRU,STATE,Riverside,6.0,"33.569923892223, -116.591838865539",Nothing on cameras,Erin,,,,,,,
1ceb2cd5-0dad-4c40-b8b7-e8bea48fbe82,IRWIN,2024-02-18 17:54,"RVC, CACTUS IC Riverside",RVC,LOCAL,Riverside,6.0,"33.6420709255584, -116.135995790759",Urban,Erin,,,,,,,
1750706766,PulsePoint,2024-02-18 18:08,"LAC, W 98TH ST & S BUDLONG AVE, SOUTH LA",LAC,LOCAL,Los Angeles,1.0,"33.94695, -118.29586",,,,,,,,,
1750711365,PulsePoint,2024-02-18 18:12,"LAC, EB 105 WO VERMONT AV ,SLAC, SOUTH LA",LAC,LOCAL,Los Angeles,1.0,"33.92825, -118.2957",,,,,,,,,
1750779695,PulsePoint,2024-02-18 19:44,"LAC, W IMPERIAL HWY & S PRAIRIE AVE, HAWTHORNE",LAC,LOCAL,Los Angeles,1.0,"33.93095, -118.345",,,,,,,,,
625613f1-f2a2-499c-87e5-a84d8db7247c,IRWIN,2024-02-18 21:05,"RRU, ECC PERR IC Riverside",RRU,STATE,Riverside,6.0,"33.8669688676558, -117.666595074644",,,,,,,,,
1750846167,PulsePoint,2024-02-18 21:19,"LAC, S TOWNE AVE & E EL SEGUNDO BLVD, WILLOWBROOK",LAC,LOCAL,Los Angeles,1.0,"33.91634, -118.26736",,,,,,,,,
cb10d385-0d05-42b2-857d-c95f3bc915e3,IRWIN,2024-02-18 21:21,"RVC, PALM DR  DHSP IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9518519423212, -116.501367879718",,,,,,,,,
f1b39a09-0c7e-4a74-870f-33ab17feca67,IRWIN,2024-02-18 21:23,"RVC, N PERRIS BL / CITRUS AV IC Riverside",RVC,LOCAL,Riverside,6.0,"33.8083568853899, -117.226183994484",,,,,,,,,
c04600e0-9dda-423a-a945-8cf6205fc153,IRWIN,2024-02-18 22:41,"RVC, GILMAN SPRINGS RD / ALESSANDRO BL IC Riverside",RVC,LOCAL,Riverside,6.0,"33.9195119050091, -117.103776982206",,,,,,,,,
